100

1

13

200

240

0 40 60 21 144 173 10
1 65 20 6 39 108 10
2 35 5 20 171 181 10
3 45 30 17 53 82 10
4 31 67 3 200 210 10
5 10 35 20 101 111 10
6 18 75 20 96 123 10
7 44 5 20 79 124 10
8 37 31 14 19 139 10
9 12 24 13 100 110 10
10 41 37 16 134 161 10
11 57 48 23 50 170 10
12 72 35 30 71 191 10
13 8 45 20 32 152 10
14 20 20 8 151 161 10
15 15 80 10 101 111 10
16 24 58 19 67 96 10
17 49 58 10 80 121 10
18 5 35 10 152 162 10
19 4 18 35 112 157 10
20 85 35 30 62 182 10
21 60 85 30 87 112 10
22 45 65 9 55 106 10
23 55 60 16 127 180 10
24 30 25 23 82 139 10
25 5 45 10 35 117 10
26 63 65 8 27 147 10
27 65 55 14 52 107 10
28 23 3 7 163 173 10
29 58 75 20 92 121 10
30 15 75 20 35 155 10
31 20 50 5 101 111 10
32 22 85 10 64 184 10
33 2 40 20 68 78 10
34 65 85 40 43 78 10
35 35 40 16 11 43 10
36 31 52 27 51 61 10
37 5 5 16 57 172 10
38 40 5 10 45 165 10
39 56 37 6 20 140 10
40 38 5 30 75 85 10
41 90 35 10 52 112 10
42 55 82 10 74 84 10
43 20 85 20 40 160 10
44 26 35 15 87 97 10
45 38 15 10 128 194 10
46 55 85 20 117 168 10
47 20 82 10 37 72 10
48 20 80 40 151 161 10
49 95 30 30 58 171 10
50 22 75 30 30 150 10
51 92 30 10 55 120 10
52 18 80 10 98 157 10
53 65 35 3 62 72 10
54 64 42 9 80 90 10
55 60 80 10 36 74 10
56 61 52 3 173 208 10
57 87 30 10 116 175 10
58 62 80 30 85 95 10
59 10 40 30 123 144 10
60 10 20 19 42 162 10
61 88 30 10 75 102 10
62 15 60 17 137 202 10
63 37 47 6 74 127 10
64 2 45 10 38 109 10
65 85 25 10 51 85 10
66 42 15 10 111 162 10
67 6 68 30 99 109 10
68 95 35 20 60 93 10
69 30 60 16 150 160 10
70 53 43 14 15 25 10
71 8 40 40 69 79 10
72 42 12 10 109 128 10
73 25 85 20 71 191 10
74 55 80 10 33 66 10
75 88 35 20 50 170 10
76 26 52 9 14 134 10
77 67 5 25 105 177 10
78 42 5 10 64 184 10
79 57 29 18 106 116 10
80 50 35 19 130 159 10
81 27 43 9 14 134 10
82 40 15 40 94 119 10
83 35 69 23 172 210 10
84 15 10 20 172 182 10
85 67 85 20 138 169 10
86 25 30 3 25 145 10
87 2 60 5 65 118 10
88 60 12 31 85 95 10
89 21 24 28 77 126 10
90 8 56 27 90 119 10
91 47 47 13 190 222 10
92 65 82 10 69 189 10
93 55 20 19 69 126 10
94 49 42 13 97 217 10
95 55 54 26 87 207 10
96 63 23 2 42 162 10
97 0 45 20 147 180 10
98 0 40 20 59 114 10
99 42 10 40 58 115 10
100 40 50 0 0 240 0
101 40 50 0 0 240 0
102 40 50 0 0 240 0
103 40 50 0 0 240 0
104 40 50 0 0 240 0
105 40 50 0 0 240 0
106 40 50 0 0 240 0
107 40 50 0 0 240 0
108 40 50 0 0 240 0
109 40 50 0 0 240 0
110 40 50 0 0 240 0
111 40 50 0 0 240 0
112 40 50 0 0 240 0

1
